id,text,greetings,goodbye_prompt,change_nib_or_iban,request_parking_lot,request_office_table_office,request_time_off,nothing_related
2089,Hasta la prÃ³xima!,False,True,False,False,False,False,False
2090,"I need to make a reservation for the Braga office, specifically in room A1, on January 1st, 2023.",False,False,False,False,True,False,False
2091,Can you help me book a parking lot in the Lisbon office park l1 on 4-23-2023?,False,False,False,True,False,False,False
2092,"I need to request time off from 2023, June 3rd to June 20th.",False,False,False,False,False,True,False
2093,I would like to request time off on 11-08-2023 and 12-08-2023.,False,False,False,False,False,True,False
2094,I want to update my Workday IBAN to PT50373387421064663170391.,False,False,True,False,False,False,False
2095,Can you help me reserve a parking spot in the BraganÃ§a office park f1 on 4-12-2023?,False,False,False,True,False,False,False
2096,"Can you book me a spot in the Faro office, specifically in room A2, for the week of November 18th, 2023?",False,False,False,False,True,False,False
2097,"Hi, superstar!",True,False,False,False,False,False,False
2098,"I need to arrange a parking space in the Guarda office park f2 for 7-26-2023, can you assist me?",False,False,False,True,False,False,False
2099,Hi there! Remember to be kind to yourself and give yourself grace.,True,False,False,False,False,False,False
2100,"Taking a moment to relax and unwind, no specific tasks at hand.",False,False,False,False,False,False,True
2101,"To update my IBAN in Workday, I need to set it to PT50600568673194154259638.",False,False,True,False,False,False,False
2102,,False,True,False,False,False,False,False
2103,Could you please arrange a parking space for me in the Lisbon office park l1 on 6-01-2023?,False,False,False,True,False,False,False
2104,"I'm interested in reserving the SantarÃ©m office, specifically in room A1, for December 27th to 28th, 2023. Can you help me with that?",False,False,False,False,True,False,False
2105,Adieu!,False,True,False,False,False,False,False
2106,I would like to request time off from 6-12-2023 to 10-12-2023.,False,False,False,False,False,True,False
2107,"Take good care, my friend!",False,True,False,False,False,False,False
2108,I need to request time off on 30-05-2024.,False,False,False,False,False,True,False
2109,"Just taking a moment to breathe and be present, no need to rush.",False,False,False,False,False,False,True
2110,I need to request time off on 28-03-2024.,False,False,False,False,False,True,False
2111,"Not seeking any specific validations, finding self-worth from within.",False,False,False,False,False,False,True
2112,I need to request time off from 24-01-2024 to 28-01-2024.,False,False,False,False,False,True,False
2113,"Could you assist me in securing a spot in the Braga office, specifically in room A1, on December 28th, 2023?",False,False,False,False,True,False,False
2114,"No particular agenda for the conversation, happy to chat about anything.",False,False,False,False,False,False,True
2115,I would like to request time off from 30-08-2023 to 3-09-2023.,False,False,False,False,False,True,False
2116,Wishing you all the best!,False,True,False,False,False,False,False
2117,The rhythmic beat of drums accompanied the traditional dance performance.,False,False,False,False,True,False,False
2118,"It's hard to say goodbye, but our connection transcends distance.",False,True,False,False,False,False,False
2119,"Not seeking any specific attachments to outcomes, finding freedom in detachment.",False,False,False,False,False,False,True
2120,Imagine you're writing a travel guide for a fictional city. Describe the top three must-visit attractions.,False,False,False,False,False,False,True
2121,I wish to modify my Workday NIB to PT50087330311118029261468.,False,False,True,False,False,False,False
2122,The gentle rustling of leaves in the breeze created a soothing symphony in the park.,False,False,False,False,True,False,False
2123,,False,False,False,False,True,False,False
2124,"As we bid farewell, let love and laughter fill your days.",False,True,False,False,False,False,False
2125,I want to update my Workday IBAN to PT50758603585001487157271.,False,False,True,False,False,False,False
2126,"No particular attachments to outcomes, finding freedom in detachment.",False,False,False,False,False,False,True
2127,The soothing sound of waves crashing on the shore provided relaxation at the beach.,False,False,False,False,True,False,False
2128,"Can you book me a spot in the Faro office, specifically in room A2, for the week of November 15th, 2023?",False,False,False,False,True,False,False
2129,"I would like to request time off from June 3rd to June 20th, 2023.",False,False,False,False,False,True,False
2130,Could you please arrange a parking space for me in the Guarda office park l1 on 5-26-2023?,False,False,False,True,False,False,False
2131,"To update my NIB in Workday, I need to set it to PT50188637047205419002664.",False,False,True,False,False,False,False
2132,"Can you book me a spot in the Faro office, specifically in room A2, for September 3rd, 2023?",False,False,False,False,True,False,False
2133,My Workday NIB needs to be updated to PT50184150252243675784579.,False,False,True,False,False,False,False
2134,"Farewell, my dear. Until we meet again.",False,True,False,False,False,False,False
2135,"Just wanted to reach out, even though I don't have anything specific to discuss.",False,False,False,False,False,False,True
2136,"No specific demands or requests, just here to be present and listen.",False,False,False,False,False,False,True
2137,"Good morning, sunshine!",True,False,False,False,False,False,False
2138,"Can you book me a place in the Faro office, specifically in room C1, for the week of May 4th, 2023?",False,False,False,False,True,False,False
2139,"I need to arrange a parking space in the Lisbon office park r1 for 8-09-2023, can you assist me?",False,False,False,True,False,False,False
2140,"It's hard to say goodbye, but it's not forever.",False,True,False,False,False,False,False
2141,I need to arrange a parking space in the Lisbon office park f2 for 4-15-2023. Can you assist me?,False,False,False,True,False,False,False
2142,The soft purring of the cat brought comfort and tranquility to the room.,False,False,False,False,True,False,False
2143,"If you could live in a fictional world from a book or movie, which one would you choose and why?",False,False,False,False,False,False,True
2144,"I'm looking to book a office, in the room in the SetÃºbal office, in the room a2 on October 2nd, 2023.",False,False,False,False,True,False,False
2145,What's the scoop?,True,False,False,False,False,False,False
2146,"A gentle breeze rustled the leaves, bringing relief from the summer heat.",False,False,False,False,True,False,False
2147,"I need to book a parking lot in the Lisbon office park b1 for 7-20-2023, can you assist me?",False,False,False,True,False,False,False
2148,"Hi there! Remember to celebrate your victories, no matter how small they may seem.",True,False,False,False,False,False,False
2149,"Catch you later, mate!",False,True,False,False,False,False,False
2150,"Not seeking any specific tasks or errands, simply embracing the moment.",False,False,False,False,False,False,True
2151,"I would like to book a parking lot in the Vila Real office park f1 for 4-14-2023, can you help me with that?",False,False,False,True,False,False,False
2152,I want to replace my NIB in Workday with PT50381642926212093547253.,False,False,True,False,False,False,False
2153,Wishing you abundance and joy on your journey. Farewell!,False,True,False,False,False,False,False
2154,"I need to book a place in the Aveiro office, in the room b1, for the week of August 7th, 2023.",False,False,False,False,True,False,False
2155,"Just passing by to say hi, no particular topic in mind.",False,False,False,False,False,False,True
